Date,Country,Local,Industry Sector,Accident Level,Potential Accident Level,Gender,Employee type,Critical Risk,Description,Year,Month,Day,Weekday,WeekofYear,Season,Description_preprocessed
2016-10-18,Country_01,Local_03,Mining,I,IV,Male,Third Party,Others,"Inside mine during the diamond drilling of a positive 15 ° drill, in moments when the control tube was rescued with the fisherman, the winch cable breaks untimely developing a whiplash effect and impacting on the left hand of the drilling assistant causing the described injury. At the time of the accident the drilling assistant was on the platform at 1.0m from the frame and was using his Hycron-type safety gloves.",2016,10,18,Tuesday,42,Spring,inside mine diamond drilling positive 15 drill moment control tube rescued fisherman winch cable break untimely developing whiplash effect impacting left hand drilling assistant causing described injury time accident drilling assistant platform frame using hycrontype safety glove
2016-10-20,Country_02,Local_05,Metals,I,III,Male,Employee,Pressurized Systems,"As the employee cleaned the thermal recovery boiler using an air boom, the hose loosened from the pipe connection, drawing a jet of compressed air toward his right ear, causing impact noise.",2016,10,20,Thursday,42,Spring,employee cleaned thermal recovery boiler using air boom hose loosened pipe connection drawing jet compressed air toward right ear causing impact noise
2016-10-23,Country_02,Local_02,Mining,II,IV,Male,Employee,Others,"In the activity of loading of explosives in front of level 326 GTS, there was a fall of a Rock fragment reaching right arm of the Blaster causing a cut-blunt.",2016,10,23,Sunday,42,Spring,activity loading explosive front level 326 fall rock fragment reaching right arm blaster causing cutblunt
2016-10-24,Country_01,Local_01,Mining,I,IV,Male,Third Party,Others,"In circumstances that the mechanical technician and his work colleague arranged to accommodate the spare (Rollover) of the Small 02 on the platform of the cart on the floor, the two squat collaborators decide to push one on each side, at which time one edge of the Rollover imprisons the third finger of left hand against the handle of the cart on the right side, causing the wound on the third finger left hand. At the time of the accident both employees used their respective gloves.",2016,10,24,Monday,43,Spring,circumstance mechanical technician work colleague arranged accommodate spare rollover small 02 platform cart floor two squat collaborator decide push one side time one edge rollover imprisons third finger left hand handle cart right side causing wound third finger left hand time accident employee used respective glove
2016-10-26,Country_01,Local_01,Mining,III,IV,Male,Employee,Others,"Once the ore loading in the LT-30 locomotive was completed; the penultimate car derails (7th car), by the presence of fragment of rock in the railway line, (weight of the car with mineral 8 tons), and to get it back on track the mining car, the victim makes use of a metal tube (length 1.20 meters and 4 ""diameter) to maneuver and reposition the mining car; at that moment the metallic tube loses stability and imprisons the victim's hand against the strut of the mining car. The collaborator at the time of the event towards the use of his leather gloves.",2016,10,26,Wednesday,43,Spring,ore loading ltto locomotive completed penultimate car derails ith car presence fragment rock railway line weight car mineral 8 ton get back track mining car victim make use metal tube length 120 meter 4 diameter maneuver reposition mining car moment metallic tube loses stability imprisons victim hand strut mining car collaborator time event towards use leather glove
2016-10-27,Country_01,Local_03,Mining,I,IV,Male,Employee,Others,"At a time when the heavy equipment operator got on the equipment to check the right front headlight (defective) of the scooptram # 181, position on the rim position # 2 his left leg which slides, causing the heavy equipment operator to fall from a height of 0.60 cm",2016,10,27,Thursday,43,Spring,time heavy equipment operator got equipment check right front headlight defective scooptram 181 position rim position 2 left leg slide causing heavy equipment operator fall height 060
2016-10-29,Country_01,Local_03,Mining,I,IV,Male,Employee,Others,"In the Alimak chimney of level 2440, the alimakero driller and his assistant are positioned in the main cage with guard heads and proceed to perform the rock untie at the top of the chimney, it is at this time that the teacher perceives a spark of rock in the top and communicates to the assistant so that this prevented, when falling the rock of 1.0x0.80x0.20 m on the guard heads is fragmented and one of the fragments fall on the chain and rebound rubs the operator's right hand generating the described injury.",2016,10,29,Saturday,43,Spring,animal chimney level 2440 alimakero driller assistant positioned main cage guard head proceed perform rock untie top chimney time teacher perceives spark rock top communicates assistant prevented falling rock 10x080x020 guard head fragmented one fragment fall chain rebound rub operator right hand generating described injury
2016-10-29,Country_02,Local_08,Metals,IV,IV,Male,Employee,Pressed,"In the activity of placing boards on racks for the exchange of fabrics of the filters, one of the plates was inclined, trying to put the plate in the correct position, the plate arm pressed the back of the right hand against the structure of the easel",2016,10,29,Saturday,43,Spring,activity placing board rack exchange fabric filter one plate inclined trying put plate correct position plate arm pressed back right hand structure easel
2016-11-04,Country_01,Local_03,Mining,IV,V,Male,Employee,Others,"When observing the pulp overflow of the overflow reception drawer of the thickener, the filter operator approaches to verify the operation of the C7-26 pump, making sure that it was stopped. So press the keypad to start the pump and not getting the start, proceeds to remove the guard and manipulates the motor - pump transmission strips, being left hand imprisoned between the pulley of motor and transmission belt",2016,11,4,Friday,44,Spring,observing pulp overflow overflow reception drawer thickener filter operator approach verify operation c726 pump making sure stopped press keypad start pump not getting start proceeds remove guard manipulates motor pump transmission strip left hand imprisoned between pulley motor transmission belt
2016-11-08,Country_01,Local_04,Mining,I,IV,Male,Employee,Others,"Mr. Eriks after having completed the change of guide pole in the conveyor belt 7-1, the collaborator moved to the other side of the belt to remove the tecl, passes under the stairs without getting to observe that in that moment the collaborator Jhon dropped an inchancable of a weight approx. of 15 kg. From the entrance platform to the chute of discharge, at a height of 1.80 meters, the iron grazed him on the forearm, finally hitting his left foot at the height of the instep.",2016,11,8,Tuesday,45,Spring,erik after completed change guide pole conveyor belt 71 collaborator moved side belt remove tell pass stair without getting observe moment collaborator john dropped inchancable weight approx 15 keg entrance platform chute discharge height 180 meter iron grazed forearm finally hitting left foot height instep
